Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration in min,No of Stops,Days,Payment for extra baggage
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,5/16/2019 10:05,15h 10m,1 stop,No info,14388,910,1,Sunday,Yes
Jet Airways,3/6/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,6/4/2019 19:00,25h 30m,1 stop,No info,14714,1530,1,Monday,Yes
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,6/13/2019 12:35,17h 5m,2 stops,In-flight meal not included,10368,1025,2,Tuesday,Yes
SpiceJet,21/03/2019,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,non-stop,No info,3384,155,0,Wednesday,Yes
Air India,24/03/2019,Kolkata,Banglore,CCU ? BBI ? BLR,12:00,3/25/2019 13:40,25h 40m,1 stop,No info,7742,1540,1,Thursday,Yes
IndiGo,9/6/2019,Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,6386,345,1,Friday,Yes
Jet Airways,6/6/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7229,185,0,Saturday,Yes
Air India,6/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,9:25,18:30,9h 5m,1 stop,No info,8891,545,1,Sunday,Yes
Multiple carriers,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,13587,480,1,Monday,Yes
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,7:30,13:20,5h 50m,1 stop,No info,8227,350,1,Tuesday,Yes
Air India,1/4/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,9:50,23:15,13h 25m,2 stops,No info,12125,805,2,Wednesday,Yes
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,6/16/2019 0:40,2h 20m,non-stop,No info,3873,140,0,Thursday,Yes
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,6/13/2019 1:30,9h 30m,1 stop,No info,13377,570,1,Friday,Yes
Jet Airways,12/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/13/2019 23:35,27h 10m,1 stop,No info,10953,1630,1,Saturday,Yes
SpiceJet,9/3/2019,Kolkata,Banglore,CCU ? BLR,6:55,9:35,2h 40m,non-stop,No info,4622,160,0,Sunday,Yes
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,3/25/2019 10:05,20h 10m,1 stop,No info,14231,1210,1,Monday,Yes
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,6/25/2019 19:00,21h 10m,1 stop,In-flight meal not included,10262,1270,1,Tuesday,Yes
IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,22:10,4/16/2019 1:00,2h 50m,non-stop,No info,3943,170,0,Wednesday,Yes
Vistara,12/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,5/13/2019 20:20,24h,1 stop,No info,8610,1440,1,Thursday,Yes
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,7:05,22:20,15h 15m,1 stop,No info,6717,915,1,Friday,Yes
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,8:30,19:00,10h 30m,1 stop,No info,10877,630,1,Saturday,Yes
IndiGo,1/5/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,4775,290,1,Sunday,Yes
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14571,365,1,Monday,Yes
SpiceJet,24/03/2019,Banglore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,non-stop,No check-in baggage included,6205,175,0,Tuesday,Yes
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/19/2019 18:00,21h 35m,1 stop,No info,14151,1295,1,Wednesday,Yes
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,9h 20m,1 stop,No info,6637,560,1,Thursday,Yes
Air India,3/3/2019,Banglore,New Delhi,BLR ? TRV ? COK ? DEL,7:30,3/7/2019 10:50,27h 20m,2 stops,No info,12074,1640,2,Friday,Yes
IndiGo,21/06/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4804,155,0,Saturday,Yes
IndiGo,6/5/2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,5/7/2019 2:15,5h 15m,1 stop,No info,7252,315,1,Sunday,Yes
IndiGo,3/6/2019,Delhi,Cochin,DEL ? HYD ? COK,7:35,12:10,4h 35m,1 stop,No info,6069,275,1,Monday,Yes
Jet Airways,9/5/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,15554,450,1,Tuesday,Yes
IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,15:40,18:25,2h 45m,non-stop,No info,3850,165,0,Wednesday,Yes
Air India,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,5/19/2019 19:15,24h 30m,2 stops,No info,12940,1470,2,Thursday,Yes
SpiceJet,1/5/2019,Kolkata,Banglore,CCU ? IXB ? BLR,11:15,18:30,7h 15m,1 stop,No info,8844,435,1,Friday,Yes
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,In-flight meal not included,15190,715,1,Saturday,Yes
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,8:00,16:10,8h 10m,1 stop,In-flight meal not included,9134,490,1,Sunday,Yes
Jet Airways,9/4/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,4/10/2019 12:35,15h 40m,1 stop,No info,11822,940,1,Monday,Yes
Multiple carriers,9/5/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,5/10/2019 1:30,10h 30m,1 stop,No info,15078,630,1,Tuesday,Yes
SpiceJet,1/3/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,3/2/2019 0:10,1h 25m,non-stop,No info,11005,85,0,Wednesday,Yes
IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,3/22/2019 1:35,10h 35m,1 stop,No info,7006,635,1,Thursday,Yes
IndiGo,9/3/2019,Banglore,New Delhi,BLR ? HYD ? DEL,16:55,21:50,4h 55m,1 stop,No info,4259,295,1,Friday,Yes
Air India,9/3/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,3/10/2019 19:15,21h 45m,2 stops,No info,11762,1305,2,Saturday,Yes
Jet Airways,24/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,8:55,3/19/2019 9:00,24h 5m,1 stop,In-flight meal not included,8147,1445,1,Sunday,Yes
SpiceJet,27/05/2019,Kolkata,Banglore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841,155,0,Monday,Yes
IndiGo,3/4/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4174,155,0,Tuesday,Yes
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,5/28/2019 4:25,10h 55m,1 stop,In-flight meal not included,12898,655,1,Wednesday,Yes
SpiceJet,6/6/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,5583,380,1,Thursday,Yes
Jet Airways,6/6/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262,450,1,Friday,Yes
Jet Airways,6/5/2019,Banglore,Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,No info,7229,165,0,Saturday,Yes
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,5/22/2019 4:25,22h 55m,2 stops,No info,15129,1375,2,Sunday,Yes
Vistara,9/6/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,4668,170,0,Monday,Yes
IndiGo,18/04/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4990,175,0,Tuesday,Yes
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,22:10,3/25/2019 0:55,2h 45m,non-stop,No info,6985,165,0,Wednesday,Yes
IndiGo,3/4/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823,180,0,Thursday,Yes
Vistara,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,7:10,18:50,11h 40m,1 stop,No info,9345,700,1,Friday,Yes
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,5/16/2019 16:20,26h 15m,1 stop,In-flight meal not included,10844,1575,1,Saturday,Yes
Jet Airways,9/5/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,9:35,5/10/2019 12:35,27h,2 stops,No info,14657,1620,2,Sunday,Yes
IndiGo,3/6/2019,Delhi,Cochin,DEL ? HYD ? COK,5:05,16:10,11h 5m,1 stop,No info,6818,665,1,Monday,Yes
Air India,15/05/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,5:55,5/16/2019 7:40,25h 45m,2 stops,No info,11543,1545,2,Tuesday,Yes
SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,3/25/2019 0:10,1h 25m,non-stop,No check-in baggage included,2175,85,0,Wednesday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,6/7/2019 16:20,21h 25m,1 stop,In-flight meal not included,10844,1285,1,Thursday,Yes
Jet Airways,1/4/2019,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,No info,8040,85,0,Friday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,8:25,20:45,12h 20m,1 stop,No info,14571,740,1,Saturday,Yes
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,12:00,5h 30m,1 stop,No info,14571,330,1,Sunday,Yes
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,5/22/2019 12:35,20h 35m,1 stop,In-flight meal not included,12898,1235,1,Monday,Yes
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,14848,555,1,Tuesday,Yes
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,5/19/2019 1:30,6h 30m,1 stop,No info,8283,390,1,Wednesday,Yes
Jet Airways,21/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229,175,0,Thursday,Yes
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,5/19/2019 1:30,13h 50m,1 stop,No info,8405,830,1,Friday,Yes
Jet Airways,3/3/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,5:40,3/4/2019 4:25,22h 45m,2 stops,No info,19266,1365,2,Saturday,Yes
Air India,6/3/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,3/7/2019 8:15,14h 35m,1 stop,No info,11038,875,1,Sunday,Yes
Jet Airways,12/6/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016,185,0,Monday,Yes
SpiceJet,21/03/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3384,140,0,Tuesday,Yes
IndiGo,9/4/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,4/10/2019 1:30,6h 55m,1 stop,No info,6573,415,1,Wednesday,Yes
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,6/25/2019 19:00,19h 55m,2 stops,No info,12819,1195,2,Thursday,Yes
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,5/22/2019 4:25,18h 45m,2 stops,No info,15129,1125,2,Friday,Yes
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,23:30,6/28/2019 2:20,2h 50m,non-stop,No info,3943,170,0,Saturday,Yes
Jet Airways,24/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,3/19/2019 12:15,13h 25m,1 stop,In-flight meal not included,7832,805,1,Sunday,Yes
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,non-stop,No info,6860,175,0,Monday,Yes
IndiGo,12/5/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4823,175,0,Tuesday,Yes
Air India,6/5/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,5228,165,0,Wednesday,Yes
Jet Airways,1/4/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,No info,13364,345,1,Thursday,Yes
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,3/16/2019 7:40,14h 45m,1 stop,No info,13555,885,1,Friday,Yes
IndiGo,6/3/2019,Chennai,Kolkata,MAA ? CCU,22:05,3/7/2019 0:25,2h 20m,non-stop,No info,5277,140,0,Saturday,Yes
Air India,12/5/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,7:00,5/13/2019 1:20,18h 20m,2 stops,No info,13243,1100,2,Sunday,Yes
Multiple carriers,9/5/2019,Delhi,Cochin,DEL ? BOM ? COK,6:00,19:00,13h,1 stop,No info,9794,780,1,Monday,Yes
Jet Airways,6/6/2019,Banglore,Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,No info,8016,165,0,Tuesday,Yes
Multiple carriers,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,6/2/2019 1:30,8h,1 stop,No info,13377,480,1,Wednesday,Yes
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,6/10/2019 22:05,29h 5m,1 stop,No info,12692,1745,1,Thursday,Yes
Air India,6/6/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,8:20,18:30,10h 10m,2 stops,No info,10697,610,2,Friday,Yes
SpiceJet,27/03/2019,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,non-stop,No info,3384,155,0,Saturday,Yes
IndiGo,9/5/2019,Delhi,Cochin,DEL ? HYD ? COK,6:50,22:30,15h 40m,1 stop,No info,6734,940,1,Sunday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,6/7/2019 9:20,13h 20m,1 stop,In-flight meal not included,10844,800,1,Monday,Yes
Air India,24/05/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,5228,170,0,Tuesday,Yes
Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,9:25,5/25/2019 11:10,25h 45m,1 stop,No info,8891,1545,1,Wednesday,Yes
IndiGo,27/03/2019,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,non-stop,No info,3384,140,0,Thursday,Yes
Multiple carriers,3/3/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,21:00,13h,1 stop,No info,17057,780,1,Friday,Yes
IndiGo,3/4/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,4h 25m,1 stop,No info,3480,265,1,Saturday,Yes
SpiceJet,3/5/2019,Banglore,Delhi,BLR ? DEL,9:30,12:20,2h 50m,non-stop,No info,4423,170,0,Sunday,Yes
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,6/10/2019 4:40,22h 10m,1 stop,No info,14178,1330,1,Monday,Yes
SpiceJet,24/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,8:45,13:15,4h 30m,1 stop,No check-in baggage included,4760,270,1,Tuesday,Yes
Jet Airways,1/4/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,4/2/2019 9:45,13h 20m,1 stop,No info,14151,800,1,Wednesday,Yes
Jet Airways,1/4/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,4/2/2019 16:20,20h 20m,1 stop,No info,12681,1220,1,Thursday,Yes
Jet Airways,3/4/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,4886,195,0,Friday,Yes
Air Asia,21/06/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,3807,155,0,Saturday,Yes
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,4:40,7:15,2h 35m,non-stop,No info,4804,155,0,Sunday,Yes
IndiGo,9/3/2019,Banglore,New Delhi,BLR ? HYD ? DEL,7:30,12:20,4h 50m,1 stop,No info,5694,290,1,Monday,Yes
Multiple carriers,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,19:00,10h,1 stop,No info,10197,600,1,Tuesday,Yes
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,23:30,6/16/2019 2:20,2h 50m,non-stop,No info,4077,170,0,Wednesday,Yes
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,18:15,11h 45m,1 stop,No info,14781,705,1,Thursday,Yes
IndiGo,9/5/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,5224,155,0,Friday,Yes
IndiGo,24/04/2019,Kolkata,Banglore,CCU ? BLR,21:25,4/25/2019 0:05,2h 40m,non-stop,No info,4804,160,0,Saturday,Yes
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,5/22/2019 4:40,22h 10m,1 stop,In-flight meal not included,8586,1330,1,Sunday,Yes
Air India,21/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,12:00,5/22/2019 13:15,25h 15m,1 stop,No info,7662,1515,1,Monday,Yes
Jet Airways,3/3/2019,Delhi,Cochin,DEL ? BOM ? COK,9:55,18:50,8h 55m,1 stop,No info,18550,535,1,Tuesday,Yes
Vistara,12/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,8610,385,1,Wednesday,Yes
Jet Airways,1/5/2019,Banglore,Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,No info,7229,180,0,Thursday,Yes
Air India,6/6/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,6/7/2019 5:25,19h 25m,2 stops,No info,12009,1165,2,Friday,Yes
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,5/19/2019 21:05,28h 5m,1 stop,No info,14151,1685,1,Saturday,Yes
Air India,9/4/2019,Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,4729,170,0,Sunday,Yes
Air India,3/3/2019,Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,7931,170,0,Monday,Yes
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,5/22/2019 12:35,25h 5m,1 stop,In-flight meal not included,12898,1505,1,Tuesday,Yes
Jet Airways,9/3/2019,Delhi,Cochin,DEL ? BOM ? COK,6:50,3/10/2019 4:25,21h 35m,1 stop,No info,16289,1295,1,Wednesday,Yes
Jet Airways,3/6/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,6/4/2019 19:00,21h 35m,2 stops,No info,13292,1295,2,Thursday,Yes
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,21:00,13h,1 stop,No info,7618,780,1,Friday,Yes
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,6/16/2019 1:30,7h 15m,1 stop,No info,13377,435,1,Saturday,Yes
Air Asia,12/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,7:35,23:30,15h 55m,1 stop,No info,5192,955,1,Sunday,Yes
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:15,7h 35m,1 stop,In-flight meal not included,7268,455,1,Monday,Yes
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/25/2019 9:45,13h 20m,1 stop,In-flight meal not included,12384,800,1,Tuesday,Yes
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,non-stop,No info,5694,170,0,Wednesday,Yes
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,8:55,15:55,7h,2 stops,No info,16338,420,2,Thursday,Yes
Multiple carriers,6/6/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,6/7/2019 1:30,12h 30m,1 stop,No info,7198,750,1,Friday,Yes
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,18:50,10h 50m,1 stop,In-flight meal not included,6540,650,1,Saturday,Yes
Jet Airways,3/6/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,90,0,Sunday,Yes
SpiceJet,18/06/2019,Kolkata,Banglore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No info,3873,155,0,Monday,Yes
Air Asia,21/04/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483,165,0,Tuesday,Yes
Air Asia,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,5h 40m,1 stop,No info,6752,340,1,Wednesday,Yes
IndiGo,12/4/2019,Banglore,Delhi,BLR ? DEL,7:10,10:05,2h 55m,non-stop,No info,4823,175,0,Thursday,Yes
Air India,6/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,5/7/2019 8:55,12h 25m,1 stop,No info,10203,745,1,Friday,Yes
SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? BLR,22:20,5/19/2019 0:40,2h 20m,non-stop,No info,3873,140,0,Saturday,Yes
SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,non-stop,No info,2017,80,0,Sunday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,8:25,6/7/2019 4:40,20h 15m,1 stop,In-flight meal not included,8586,1215,1,Monday,Yes
Jet Airways,1/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,3/2/2019 10:25,11h 35m,1 stop,1 Long layover,31825,695,1,Tuesday,Yes
Air India,15/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,5/16/2019 13:45,27h 45m,2 stops,No info,16057,1665,2,Wednesday,Yes
Jet Airways,6/6/2019,Delhi,Cochin,DEL ? BOM ? COK,2:15,6/7/2019 4:25,26h 10m,1 stop,In-flight meal not included,10262,1570,1,Thursday,Yes
IndiGo,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,6/2/2019 1:30,5h 5m,1 stop,No info,6593,305,1,Friday,Yes
SpiceJet,24/06/2019,Banglore,Delhi,BLR ? DEL,21:10,6/25/2019 0:05,2h 55m,non-stop,No info,3971,175,0,Saturday,Yes
Jet Airways,9/3/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,3/10/2019 18:50,23h 35m,1 stop,No info,16289,1415,1,Sunday,Yes
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,9:35,5/2/2019 9:45,24h 10m,1 stop,In-flight meal not included,9314,1450,1,Monday,Yes
Jet Airways,21/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030,180,0,Tuesday,Yes
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13587,420,1,Wednesday,Yes
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/2/2019 18:00,21h 35m,1 stop,In-flight meal not included,9314,1295,1,Thursday,Yes
Air Asia,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,6/16/2019 7:10,10h 25m,1 stop,No info,6253,625,1,Friday,Yes
Air Asia,15/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,7:35,23:30,15h 55m,1 stop,No info,5192,955,1,Saturday,Yes
Air India,1/5/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,9:25,5/2/2019 13:45,28h 20m,2 stops,No info,16372,1700,2,Sunday,Yes
Vistara,24/04/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,5403,170,0,Monday,Yes
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,18:50,7h 20m,1 stop,No info,11200,440,1,Tuesday,Yes
IndiGo,12/6/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858,145,0,Wednesday,Yes
IndiGo,6/4/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,4174,155,0,Thursday,Yes
Air India,27/04/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,5411,185,0,Friday,Yes
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,3175,90,0,Saturday,Yes
IndiGo,24/05/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3858,140,0,Sunday,Yes
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,5/2/2019 4:40,8h 40m,1 stop,No info,13941,520,1,Monday,Yes
Air India,15/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:15,6/16/2019 19:15,30h,2 stops,No info,12182,1800,2,Tuesday,Yes
IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4990,180,0,Wednesday,Yes
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,6/10/2019 22:05,25h 40m,1 stop,In-flight meal not included,10539,1540,1,Thursday,Yes
IndiGo,9/3/2019,Banglore,New Delhi,BLR ? DEL,10:05,13:00,2h 55m,non-stop,No info,6860,175,0,Friday,Yes
Vistara,6/3/2019,Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,non-stop,No info,8001,175,0,Saturday,Yes
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,6/28/2019 19:00,20h 10m,1 stop,In-flight meal not included,10262,1210,1,Sunday,Yes
Vistara,6/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,8085,385,1,Monday,Yes
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,0:25,3:15,2h 50m,non-stop,No info,3419,170,0,Tuesday,Yes
Air India,1/5/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,5/2/2019 13:45,27h 45m,2 stops,No info,15164,1665,2,Wednesday,Yes
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,20:00,2h 45m,non-stop,No info,6565,165,0,Thursday,Yes
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,5:25,18:50,13h 25m,2 stops,In-flight meal not included,9254,805,2,Friday,Yes
Air Asia,6/6/2019,Kolkata,Banglore,CCU ? BBI ? BLR,6:50,10:30,3h 40m,1 stop,No info,6857,220,1,Saturday,Yes
Air India,12/5/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,7:00,5/13/2019 1:20,18h 20m,2 stops,No info,12140,1100,2,Sunday,Yes
